,numbers_of_neurons_on_first_layer,number_of_neurons_on_second_layer,number_of_neurons_on_third_layer,number_of_neurons_on_exit_layer,activation_function_of_first_layer,activation_function_of_second_layer,activation_function_of_exit_layer,lose_verify_function,optimizator_type,metric,test_quota,epochs,amostras,use_hard_test_data_to_validate_model,images_folder_path,result_metric,result_loss
0,10,20,64,10,relu,relu,relu,mean_squared_error,sgd,accuracy,0.1,32,2048,True,./RN/,0.35616666078567505,0.08414749801158905
